"Series_Reference","Period","Data_Value","Status Code","Type","Group","Description"
"CPIQ.SE9015PPCA","2023.09",0.44,"FINAL","Percentage points contribution annual","Subgroup","Restaurant meals and ready-to-eat food"
"CPIQ.SE9015PPCP","2023.09",0.084,"FINAL","Percentage points contribution quarterly","Subgroup","Restaurant meals and ready-to-eat food"
"CPIQ.SE901IPCA","2023.09",19.13,"FINAL","Index point contribution annual","Group","Food"
"CPIQ.SE901IPCP","2023.09",1.82,"FINAL","Index point contribution quarterly","Group","Food"
"CPIQ.SE901PCCA","2023.09",28.5,"FINAL","Percentage contribution annual","Group","Food"
"CPIQ.SE901PCCP","2023.09",8.4,"FINAL","Percentage contribution quarterly","Group","Food"
"CPIQ.SE901PPCA","2023.09",1.622,"FINAL","Percentage points contribution annual","Group","Food"
"CPIQ.SE901PPCP","2023.09",0.151,"FINAL","Percentage points contribution quarterly","Group","Food"
"CPIQ.SE902","2023.09",1328,"FINAL","Main CPI","Group","Alcoholic beverages and tobacco"
"CPIQ.SE9021","2023.09",1200,"FINAL","Main CPI","Subgroup","Alcoholic beverages"
"CPIQ.SE902101","2023.09",1194,"FINAL","Main CPI","Class","Beer"
"CPIQ.SE902101IPCA","2023.09",1.03,"FINAL","Index point contribution annual","Class","Beer"
"CPIQ.SE902101IPCP","2023.09",0.42,"FINAL","Index point contribution quarterly","Class","Beer"
"CPIQ.SE902101PCCA","2023.09",1.5,"FINAL","Percentage contribution annual","Class","Beer"
"CPIQ.SE902101PCCP","2023.09",1.9,"FINAL","Percentage contribution quarterly","Class","Beer"
"CPIQ.SE902101PPCA","2023.09",0.087,"FINAL","Percentage points contribution annual","Class","Beer"
"CPIQ.SE902101PPCP","2023.09",0.035,"FINAL","Percentage points contribution quarterly","Class","Beer"
"CPIQ.SE902102","2023.09",1164,"FINAL","Main CPI","Class","Wine"
"CPIQ.SE902102IPCA","2023.09",0.74,"FINAL","Index point contribution annual","Class","Wine"
"CPIQ.SE902102IPCP","2023.09",0.09,"FINAL","Index point contribution quarterly","Class","Wine"
"CPIQ.SE902102PCCA","2023.09",1.1,"FINAL","Percentage contribution annual","Class","Wine"
"CPIQ.SE902102PCCP","2023.09",0.4,"FINAL","Percentage contribution quarterly","Class","Wine"
"CPIQ.SE902102PPCA","2023.09",0.062,"FINAL","Percentage points contribution annual","Class","Wine"
"CPIQ.SE902102PPCP","2023.09",0.008,"FINAL","Percentage points contribution quarterly","Class","Wine"
"CPIQ.SE902103","2023.09",1258,"FINAL","Main CPI","Class","Spirits and liqueurs"
"CPIQ.SE902103IPCA","2023.09",1.21,"FINAL","Index point contribution annual","Class","Spirits and liqueurs"
"CPIQ.SE902103IPCP","2023.09",0.34,"FINAL","Index point contribution quarterly","Class","Spirits and liqueurs"
"CPIQ.SE902103PCCA","2023.09",1.8,"FINAL","Percentage contribution annual","Class","Spirits and liqueurs"
"CPIQ.SE902103PCCP","2023.09",1.6,"FINAL","Percentage contribution quarterly","Class","Spirits and liqueurs"
"CPIQ.SE902103PPCA","2023.09",0.103,"FINAL","Percentage points contribution annual","Class","Spirits and liqueurs"
"CPIQ.SE902103PPCP","2023.09",0.028,"FINAL","Percentage points contribution quarterly","Class","Spirits and liqueurs"
"CPIQ.SE9021IPCA","2023.09",2.98,"FINAL","Index point contribution annual","Subgroup","Alcoholic beverages"
"CPIQ.SE9021IPCP","2023.09",0.86,"FINAL","Index point contribution quarterly","Subgroup","Alcoholic beverages"
"CPIQ.SE9021PCCA","2023.09",4.4,"FINAL","Percentage contribution annual","Subgroup","Alcoholic beverages"
"CPIQ.SE9021PCCP","2023.09",3.9,"FINAL","Percentage contribution quarterly","Subgroup","Alcoholic beverages"
"CPIQ.SE9021PPCA","2023.09",0.253,"FINAL","Percentage points contribution annual","Subgroup","Alcoholic beverages"
"CPIQ.SE9021PPCP","2023.09",0.071,"FINAL","Percentage points contribution quarterly","Subgroup","Alcoholic beverages"
"CPIQ.SE9022","2023.09",1545,"FINAL","Main CPI","Subgroup","Cigarettes and tobacco"
"CPIQ.SE902200","2023.09",1545,"FINAL","Main CPI","Class","Cigarettes and tobacco"
"CPIQ.SE902200IPCA","2023.09",3.19,"FINAL","Index point contribution annual","Class","Cigarettes and tobacco"
"CPIQ.SE902200IPCP","2023.09",0.21,"FINAL","Index point contribution quarterly","Class","Cigarettes and tobacco"
"CPIQ.SE902200PCCA","2023.09",4.8,"FINAL","Percentage contribution annual","Class","Cigarettes and tobacco"
"CPIQ.SE902200PCCP","2023.09",1,"FINAL","Percentage contribution quarterly","Class","Cigarettes and tobacco"
"CPIQ.SE902200PPCA","2023.09",0.271,"FINAL","Percentage points contribution annual","Class","Cigarettes and tobacco"
"CPIQ.SE902200PPCP","2023.09",0.017,"FINAL","Percentage points contribution quarterly","Class","Cigarettes and tobacco"
"CPIQ.SE9022IPCA","2023.09",3.19,"FINAL","Index point contribution annual","Subgroup","Cigarettes and tobacco"
"CPIQ.SE9022IPCP","2023.09",0.21,"FINAL","Index point contribution quarterly","Subgroup","Cigarettes and tobacco"
"CPIQ.SE9022PCCA","2023.09",4.8,"FINAL","Percentage contribution annual","Subgroup","Cigarettes and tobacco"
"CPIQ.SE9022PCCP","2023.09",1,"FINAL","Percentage contribution quarterly","Subgroup","Cigarettes and tobacco"
"CPIQ.SE9022PPCA","2023.09",0.271,"FINAL","Percentage points contribution annual","Subgroup","Cigarettes and tobacco"
"CPIQ.SE9022PPCP","2023.09",0.017,"FINAL","Percentage points contribution quarterly","Subgroup","Cigarettes and tobacco"
"CPIQ.SE902IPCA","2023.09",6.17,"FINAL","Index point contribution annual","Group","Alcoholic beverages and tobacco"
"CPIQ.SE902IPCP","2023.09",1.07,"FINAL","Index point contribution quarterly","Group","Alcoholic beverages and tobacco"
"CPIQ.SE902PCCA","2023.09",9.2,"FINAL","Percentage contribution annual","Group","Alcoholic beverages and tobacco"
"CPIQ.SE902PCCP","2023.09",4.9,"FINAL","Percentage contribution quarterly","Group","Alcoholic beverages and tobacco"
"CPIQ.SE902PPCA","2023.09",0.523,"FINAL","Percentage points contribution annual","Group","Alcoholic beverages and tobacco"
"CPIQ.SE902PPCP","2023.09",0.088,"FINAL","Percentage points contribution quarterly","Group","Alcoholic beverages and tobacco"
"CPIQ.SE903","2023.09",1066,"FINAL","Main CPI","Group","Clothing and footwear"
"CPIQ.SE9031","2023.09",1065,"FINAL","Main CPI","Subgroup","Clothing"
"CPIQ.SE903102","2023.09",1100,"FINAL","Main CPI","Class","Men's clothing"
"CPIQ.SE903102IPCA","2023.09",0.54,"FINAL","Index point contribution annual","Class","Men's clothing"
"CPIQ.SE903102IPCP","2023.09",0.01,"FINAL","Index point contribution quarterly","Class","Men's clothing"
"CPIQ.SE903102PCCA","2023.09",0.8,"FINAL","Percentage contribution annual","Class","Men's clothing"
"CPIQ.SE903102PCCP","2023.09",0,"FINAL","Percentage contribution quarterly","Class","Men's clothing"
"CPIQ.SE903102PPCA","2023.09",0.046,"FINAL","Percentage points contribution annual","Class","Men's clothing"
"CPIQ.SE903102PPCP","2023.09",0.001,"FINAL","Percentage points contribution quarterly","Class","Men's clothing"
"CPIQ.SE903103","2023.09",1035,"FINAL","Main CPI","Class","Women's clothing"
"CPIQ.SE903103IPCA","2023.09",0.83,"FINAL","Index point contribution annual","Class","Women's clothing"
"CPIQ.SE903103IPCP","2023.09",0.12,"FINAL","Index point contribution quarterly","Class","Women's clothing"
"CPIQ.SE903103PCCA","2023.09",1.2,"FINAL","Percentage contribution annual","Class","Women's clothing"
"CPIQ.SE903103PCCP","2023.09",0.6,"FINAL","Percentage contribution quarterly","Class","Women's clothing"
"CPIQ.SE903103PPCA","2023.09",0.07,"FINAL","Percentage points contribution annual","Class","Women's clothing"
"CPIQ.SE903103PPCP","2023.09",0.01,"FINAL","Percentage points contribution quarterly","Class","Women's clothing"
"CPIQ.SE903104","2023.09",1088,"FINAL","Main CPI","Class","Children's and infants' clothing"
"CPIQ.SE903104IPCA","2023.09",0.18,"FINAL","Index point contribution annual","Class","Children's and infants' clothing"
"CPIQ.SE903104IPCP","2023.09",-0.01,"FINAL","Index point contribution quarterly","Class","Children's and infants' clothing"
"CPIQ.SE903104PCCA","2023.09",0.3,"FINAL","Percentage contribution annual","Class","Children's and infants' clothing"
"CPIQ.SE903104PCCP","2023.09",-0.1,"FINAL","Percentage contribution quarterly","Class","Children's and infants' clothing"
"CPIQ.SE903104PPCA","2023.09",0.015,"FINAL","Percentage points contribution annual","Class","Children's and infants' clothing"
"CPIQ.SE903104PPCP","2023.09",-0.001,"FINAL","Percentage points contribution quarterly","Class","Children's and infants' clothing"
"CPIQ.SE903105","2023.09",986,"FINAL","Main CPI","Class","Clothing accessories"
"CPIQ.SE903105IPCA","2023.09",0.01,"FINAL","Index point contribution annual","Class","Clothing accessories"
"CPIQ.SE903105IPCP","2023.09",0,"FINAL","Index point contribution quarterly","Class","Clothing accessories"
"CPIQ.SE903105PCCA","2023.09",0,"FINAL","Percentage contribution annual","Class","Clothing accessories"
"CPIQ.SE903105PCCP","2023.09",0,"FINAL","Percentage contribution quarterly","Class","Clothing accessories"
"CPIQ.SE903105PPCA","2023.09",0.001,"FINAL","Percentage points contribution annual","Class","Clothing accessories"
"CPIQ.SE903105PPCP","2023.09",0,"FINAL","Percentage points contribution quarterly","Class","Clothing accessories"
"CPIQ.SE903106","2023.09",1172,"FINAL","Main CPI","Class","Knitting and sewing supplies"
"CPIQ.SE903106IPCA","2023.09",0.04,"FINAL","Index point contribution annual","Class","Knitting and sewing supplies"
"CPIQ.SE903106IPCP","2023.09",0,"FINAL","Index point contribution quarterly","Class","Knitting and sewing supplies"
"CPIQ.SE903106PCCA","2023.09",0.1,"FINAL","Percentage contribution annual","Class","Knitting and sewing supplies"
"CPIQ.SE903106PCCP","2023.09",0,"FINAL","Percentage contribution quarterly","Class","Knitting and sewing supplies"
"CPIQ.SE903106PPCA","2023.09",0.003,"FINAL","Percentage points contribution annual","Class","Knitting and sewing supplies"
"CPIQ.SE903106PPCP","2023.09",0,"FINAL","Percentage points contribution quarterly","Class","Knitting and sewing supplies"
"CPIQ.SE903107","2023.09",1285,"FINAL","Main CPI","Class","Clothing services"
"CPIQ.SE903107IPCA","2023.09",0.05,"FINAL","Index point contribution annual","Class","Clothing services"
"CPIQ.SE903107IPCP","2023.09",0.01,"FINAL","Index point contribution quarterly","Class","Clothing services"
"CPIQ.SE903107PCCA","2023.09",0.1,"FINAL","Percentage contribution annual","Class","Clothing services"
"CPIQ.SE903107PCCP","2023.09",0,"FINAL","Percentage contribution quarterly","Class","Clothing services"
"CPIQ.SE903107PPCA","2023.09",0.004,"FINAL","Percentage points contribution annual","Class","Clothing services"
"CPIQ.SE903107PPCP","2023.09",0.001,"FINAL","Percentage points contribution quarterly","Class","Clothing services"
"CPIQ.SE9031IPCA","2023.09",1.63,"FINAL","Index point contribution annual","Subgroup","Clothing"
"CPIQ.SE9031IPCP","2023.09",0.12,"FINAL","Index point contribution quarterly","Subgroup","Clothing"
"CPIQ.SE9031PCCA","2023.09",2.4,"FINAL","Percentage contribution annual","Subgroup","Clothing"
"CPIQ.SE9031PCCP","2023.09",0.5,"FINAL","Percentage contribution quarterly","Subgroup","Clothing"
"CPIQ.SE9031PPCA","2023.09",0.138,"FINAL","Percentage points contribution annual","Subgroup","Clothing"
"CPIQ.SE9031PPCP","2023.09",0.01,"FINAL","Percentage points contribution quarterly","Subgroup","Clothing"
"CPIQ.SE9032","2023.09",1066,"FINAL","Main CPI","Subgroup","Footwear"
"CPIQ.SE903202","2023.09",1071,"FINAL","Main CPI","Class","Men's footwear"
"CPIQ.SE903202IPCA","2023.09",0.11,"FINAL","Index point contribution annual","Class","Men's footwear"
"CPIQ.SE903202IPCP","2023.09",-0.04,"FINAL","Index point contribution quarterly","Class","Men's footwear"
"CPIQ.SE903202PCCA","2023.09",0.2,"FINAL","Percentage contribution annual","Class","Men's footwear"
"CPIQ.SE903202PCCP","2023.09",-0.2,"FINAL","Percentage contribution quarterly","Class","Men's footwear"
"CPIQ.SE903202PPCA","2023.09",0.009,"FINAL","Percentage points contribution annual","Class","Men's footwear"
"CPIQ.SE903202PPCP","2023.09",-0.004,"FINAL","Percentage points contribution quarterly","Class","Men's footwear"
"CPIQ.SE903203","2023.09",1058,"FINAL","Main CPI","Class","Women's footwear"
"CPIQ.SE903203IPCA","2023.09",-0.02,"FINAL","Index point contribution annual","Class","Women's footwear"
"CPIQ.SE903203IPCP","2023.09",-0.01,"FINAL","Index point contribution quarterly","Class","Women's footwear"
"CPIQ.SE903203PCCA","2023.09",0,"FINAL","Percentage contribution annual","Class","Women's footwear"
"CPIQ.SE903203PCCP","2023.09",0,"FINAL","Percentage contribution quarterly","Class","Women's footwear"
"CPIQ.SE903203PPCA","2023.09",-0.002,"FINAL","Percentage points contribution annual","Class","Women's footwear"
"CPIQ.SE903203PPCP","2023.09",0,"FINAL","Percentage points contribution quarterly","Class","Women's footwear"
"CPIQ.SE903204","2023.09",1095,"FINAL","Main CPI","Class","Children's and infants' footwear"
"CPIQ.SE903204IPCA","2023.09",0.03,"FINAL","Index point contribution annual","Class","Children's and infants' footwear"
"CPIQ.SE903204IPCP","2023.09",-0.01,"FINAL","Index point contribution quarterly","Class","Children's and infants' footwear"
"CPIQ.SE903204PCCA","2023.09",0.1,"FINAL","Percentage contribution annual","Class","Children's and infants' footwear"
"CPIQ.SE903204PCCP","2023.09",0,"FINAL","Percentage contribution quarterly","Class","Children's and infants' footwear"
"CPIQ.SE903204PPCA","2023.09",0.003,"FINAL","Percentage points contribution annual","Class","Children's and infants' footwear"
"CPIQ.SE903204PPCP","2023.09",-0.001,"FINAL","Percentage points contribution quarterly","Class","Children's and infants' footwear"
"CPIQ.SE9032IPCA","2023.09",0.12,"FINAL","Index point contribution annual","Subgroup","Footwear"
"CPIQ.SE9032IPCP","2023.09",-0.06,"FINAL","Index point contribution quarterly","Subgroup","Footwear"
"CPIQ.SE9032PCCA","2023.09",0.2,"FINAL","Percentage contribution annual","Subgroup","Footwear"
"CPIQ.SE9032PCCP","2023.09",-0.3,"FINAL","Percentage contribution quarterly","Subgroup","Footwear"
"CPIQ.SE9032PPCA","2023.09",0.01,"FINAL","Percentage points contribution annual","Subgroup","Footwear"
"CPIQ.SE9032PPCP","2023.09",-0.005,"FINAL","Percentage points contribution quarterly","Subgroup","Footwear"
"CPIQ.SE903IPCA","2023.09",1.76,"FINAL","Index point contribution annual","Group","Clothing and footwear"
"CPIQ.SE903IPCP","2023.09",0.06,"FINAL","Index point contribution quarterly","Group","Clothing and footwear"
"CPIQ.SE903PCCA","2023.09",2.6,"FINAL","Percentage contribution annual","Group","Clothing and footwear"
"CPIQ.SE903PCCP","2023.09",0.3,"FINAL","Percentage contribution quarterly","Group","Clothing and footwear"
"CPIQ.SE903PPCA","2023.09",0.149,"FINAL","Percentage points contribution annual","Group","Clothing and footwear"
"CPIQ.SE903PPCP","2023.09",0.005,"FINAL","Percentage points contribution quarterly","Group","Clothing and footwear"
"CPIQ.SE904","2023.09",1336,"FINAL","Main CPI","Group","Housing and household utilities"
"CPIQ.SE9041","2023.09",1231,"FINAL","Main CPI","Subgroup","Actual rentals for housing"
"CPIQ.SE904101","2023.09",1231,"FINAL","Main CPI","Class","Actual rentals for housing"
"CPIQ.SE904101IPCA","2023.09",5.05,"FINAL","Index point contribution annual","Class","Actual rentals for housing"
"CPIQ.SE904101IPCP","2023.09",1.38,"FINAL","Index point contribution quarterly","Class","Actual rentals for housing"
"CPIQ.SE904101PCCA","2023.09",7.5,"FINAL","Percentage contribution annual","Class","Actual rentals for housing"
"CPIQ.SE904101PCCP","2023.09",6.4,"FINAL","Percentage contribution quarterly","Class","Actual rentals for housing"
"CPIQ.SE904101PPCA","2023.09",0.428,"FINAL","Percentage points contribution annual","Class","Actual rentals for housing"
"CPIQ.SE904101PPCP","2023.09",0.115,"FINAL","Percentage points contribution quarterly","Class","Actual rentals for housing"
"CPIQ.SE9041IPCA","2023.09",5.05,"FINAL","Index point contribution annual","Subgroup","Actual rentals for housing"
"CPIQ.SE9041IPCP","2023.09",1.38,"FINAL","Index point contribution quarterly","Subgroup","Actual rentals for housing"
"CPIQ.SE9041PCCA","2023.09",7.5,"FINAL","Percentage contribution annual","Subgroup","Actual rentals for housing"
"CPIQ.SE9041PCCP","2023.09",6.4,"FINAL","Percentage contribution quarterly","Subgroup","Actual rentals for housing"
"CPIQ.SE9041PPCA","2023.09",0.428,"FINAL","Percentage points contribution annual","Subgroup","Actual rentals for housing"
"CPIQ.SE9041PPCP","2023.09",0.115,"FINAL","Percentage points contribution quarterly","Subgroup","Actual rentals for housing"
"CPIQ.SE9042","2023.09",1523,"FINAL","Main CPI","Subgroup","Home ownership"
"CPIQ.SE904201","2023.09",1523,"FINAL","Main CPI","Class","Purchase of housing"
"CPIQ.SE904201IPCA","2023.09",5.89,"FINAL","Index point contribution annual","Class","Purchase of housing"
"CPIQ.SE904201IPCP","2023.09",0.78,"FINAL","Index point contribution quarterly","Class","Purchase of housing"
"CPIQ.SE904201PCCA","2023.09",8.8,"FINAL","Percentage contribution annual","Class","Purchase of housing"
"CPIQ.SE904201PCCP","2023.09",3.6,"FINAL","Percentage contribution quarterly","Class","Purchase of housing"
"CPIQ.SE904201PPCA","2023.09",0.499,"FINAL","Percentage points contribution annual","Class","Purchase of housing"
"CPIQ.SE904201PPCP","2023.09",0.065,"FINAL","Percentage points contribution quarterly","Class","Purchase of housing"
"CPIQ.SE9042IPCA","2023.09",5.89,"FINAL","Index point contribution annual","Subgroup","Home ownership"
"CPIQ.SE9042IPCP","2023.09",0.78,"FINAL","Index point contribution quarterly","Subgroup","Home ownership"
"CPIQ.SE9042PCCA","2023.09",8.8,"FINAL","Percentage contribution annual","Subgroup","Home ownership"
"CPIQ.SE9042PCCP","2023.09",3.6,"FINAL","Percentage contribution quarterly","Subgroup","Home ownership"
